                TREESPARROW_HENAN_1_2004,1
HUMAN_VIETNAM_CL105_2005,1
TREESPARROW_HENAN_4_2004,1
CHICKEN_HEBEI_326_2005,1
CHICKEN_HONGKONG_915_1997,2
VIETNAM_3062_2004,1
GOOSE_HONGKONG_W355_1997,2
DUCK_HONGKONG_Y283_1997,2
DUCK_VIETNAM_376_2005,1
MALLARD_VIETNAM_16_2003,1
CHICKEN_THAILAND_KANCHANABURI_CK_160_2005,1
DUCK_GUANGZHOU_20_2005,1
CK_HK_WF157_2003,1
SWINE_ANHUI_2004,1
DUCK_VIETNAM_272_2005,1
HONGKONG_1997_1998,2
GOOSE_SHANTOU_2216_2005,1
TREESPARROW_HENAN_3_2004,1
PEREGRINEFALCON_HK_D0028_2004,1
TREESPARROW_HENAN_2_200,1
HONGKONG_538_1997,2
